code,name,region_id,province_id,city_id
023117000,Maconacon,02,0231,023117
023118000,Delfin Albano,02,0231,023118
023119000,Mallig,02,0231,023119
023120000,Naguilian,02,0231,023120
023121000,Palanan,02,0231,023121
023122000,Quezon,02,0231,023122
023123000,Quirino,02,0231,023123
023124000,Ramon,02,0231,023124
023125000,Reina Mercedes,02,0231,023125
023126000,Roxas,02,0231,023126
023127000,San Agustin,02,0231,023127
023128000,San Guillermo,02,0231,023128
023129000,San Isidro,02,0231,023129
023130000,San Manuel,02,0231,023130
023131000,San Mariano,02,0231,023131
023132000,San Mateo,02,0231,023132
023133000,San Pablo,02,0231,023133
023134000,Santa Maria,02,0231,023134
023135000,City of Santiago,02,0231,023135
023136000,Santo Tomas,02,0231,023136
023137000,Tumauini,02,0231,023137
025001000,Ambaguio,02,0250,025001
025002000,Aritao,02,0250,025002
025003000,Bagabag,02,0250,025003
025004000,Bambang,02,0250,025004
025005000,Bayombong (Capital),02,0250,025005
025006000,Diadi,02,0250,025006
025007000,Dupax del Norte,02,0250,025007
025008000,Dupax del Sur,02,0250,025008
025009000,Kasibu,02,0250,025009
025010000,Kayapa,02,0250,025010
025011000,Quezon,02,0250,025011
025012000,Santa Fe,02,0250,025012
025013000,Solano,02,0250,025013
025014000,Villaverde,02,0250,025014
025015000,Alfonso Castaneda,02,0250,025015
025701000,Aglipay,02,0257,025701
025702000,Cabarroguis (Capital),02,0257,025702
025703000,Diffun,02,0257,025703
025704000,Maddela,02,0257,025704
025705000,Saguday,02,0257,025705
025706000,Nagtipunan,02,0257,025706
030801000,Abucay,03,0308,030801
030802000,Bagac,03,0308,030802
030803000,City of Balanga (Capital),03,0308,030803
030804000,Dinalupihan,03,0308,030804
030805000,Hermosa,03,0308,030805
030806000,Limay,03,0308,030806
030807000,Mariveles,03,0308,030807
030808000,Morong,03,0308,030808
030809000,Orani,03,0308,030809
030810000,Orion,03,0308,030810
030811000,Pilar,03,0308,030811
030812000,Samal,03,0308,030812
031401000,Angat,03,0314,031401
031402000,Balagtas,03,0314,031402
031403000,Baliuag,03,0314,031403
031404000,Bocaue,03,0314,031404
031405000,Bulacan,03,0314,031405
031406000,Bustos,03,0314,031406
031407000,Calumpit,03,0314,031407
031408000,Guiguinto,03,0314,031408
031409000,Hagonoy,03,0314,031409
031410000,City of Malolos (Capital),03,0314,031410
031411000,Marilao,03,0314,031411
031412000,City of Meycauayan,03,0314,031412
031413000,Norzagaray,03,0314,031413
031414000,Obando,03,0314,031414
031415000,Pandi,03,0314,031415
031416000,Paombong,03,0314,031416
031417000,Plaridel,03,0314,031417
031418000,Pulilan,03,0314,031418
031419000,San Ildefonso,03,0314,031419
031420000,City of San Jose Del Monte,03,0314,031420
031421000,San Miguel,03,0314,031421
031422000,San Rafael,03,0314,031422
031423000,Santa Maria,03,0314,031423
031424000,Doña Remedios Trinidad,03,0314,031424
034901000,Aliaga,03,0349,034901
034902000,Bongabon,03,0349,034902
034903000,City of Cabanatuan,03,0349,034903
034904000,Cabiao,03,0349,034904
034905000,Carranglan,03,0349,034905
034906000,Cuyapo,03,0349,034906
034907000,Gabaldon,03,0349,034907
034908000,City of Gapan,03,0349,034908
034909000,General Mamerto Natividad,03,0349,034909
034910000,General Tinio,03,0349,034910
034911000,Guimba,03,0349,034911
034912000,Jaen,03,0349,034912
034913000,Laur,03,0349,034913
034914000,Licab,03,0349,034914
034915000,Llanera,03,0349,034915
034916000,Lupao,03,0349,034916
034917000,Science City of Muñoz,03,0349,034917
034918000,Nampicuan,03,0349,034918
034919000,City of Palayan (Capital),03,0349,034919
034920000,Pantabangan,03,0349,034920
034921000,Peñaranda,03,0349,034921
034922000,Quezon,03,0349,034922
034923000,Rizal,03,0349,034923
034924000,San Antonio,03,0349,034924
034925000,San Isidro,03,0349,034925
034926000,San Jose City,03,0349,034926
034927000,San Leonardo,03,0349,034927
034928000,Santa Rosa,03,0349,034928
034929000,Santo Domingo,03,0349,034929
034930000,Talavera,03,0349,034930
034931000,Talugtug,03,0349,034931
034932000,Zaragoza,03,0349,034932
035401000,City of Angeles,03,0354,035401
035402000,Apalit,03,0354,035402
035403000,Arayat,03,0354,035403
035404000,Bacolor,03,0354,035404
035405000,Candaba,03,0354,035405
035406000,Floridablanca,03,0354,035406
035407000,Guagua,03,0354,035407
035408000,Lubao,03,0354,035408
035409000,Mabalacat City,03,0354,035409
035410000,Macabebe,03,0354,035410
035411000,Magalang,03,0354,035411
035412000,Masantol,03,0354,035412
035413000,Mexico,03,0354,035413
035414000,Minalin,03,0354,035414
035415000,Porac,03,0354,035415
035416000,City of San Fernando (Capital),03,0354,035416
035417000,San Luis,03,0354,035417
035418000,San Simon,03,0354,035418
035419000,Santa Ana,03,0354,035419
035420000,Santa Rita,03,0354,035420
035421000,Santo Tomas,03,0354,035421
035422000,Sasmuan,03,0354,035422
036901000,Anao,03,0369,036901
036902000,Bamban,03,0369,036902
036903000,Camiling,03,0369,036903
036904000,Capas,03,0369,036904
036905000,Concepcion,03,0369,036905
036906000,Gerona,03,0369,036906
036907000,La Paz,03,0369,036907
036908000,Mayantoc,03,0369,036908
036909000,Moncada,03,0369,036909
036910000,Paniqui,03,0369,036910
036911000,Pura,03,0369,036911
036912000,Ramos,03,0369,036912
036913000,San Clemente,03,0369,036913
036914000,San Manuel,03,0369,036914
036915000,Santa Ignacia,03,0369,036915
036916000,City of Tarlac (Capital),03,0369,036916
036917000,Victoria,03,0369,036917
036918000,San Jose,03,0369,036918
037101000,Botolan,03,0371,037101
037102000,Cabangan,03,0371,037102
037103000,Candelaria,03,0371,037103
037104000,Castillejos,03,0371,037104
037105000,Iba (Capital),03,0371,037105
037106000,Masinloc,03,0371,037106
037107000,City of Olongapo,03,0371,037107
037108000,Palauig,03,0371,037108
037109000,San Antonio,03,0371,037109
037110000,San Felipe,03,0371,037110
037111000,San Marcelino,03,0371,037111
037112000,San Narciso,03,0371,037112
037113000,Santa Cruz,03,0371,037113
037114000,Subic,03,0371,037114
037701000,Baler (Capital),03,0377,037701
037702000,Casiguran,03,0377,037702
037703000,Dilasag,03,0377,037703
037704000,Dinalungan,03,0377,037704
037705000,Dingalan,03,0377,037705
037706000,Dipaculao,03,0377,037706
037707000,Maria Aurora,03,0377,037707
037708000,San Luis,03,0377,037708
041001000,Agoncillo,04,0410,041001
041002000,Alitagtag,04,0410,041002
041003000,Balayan,04,0410,041003
041004000,Balete,04,0410,041004
041005000,Batangas City (Capital),04,0410,041005
041006000,Bauan,04,0410,041006
041007000,Calaca,04,0410,041007
041008000,Calatagan,04,0410,041008
041009000,Cuenca,04,0410,041009
041010000,Ibaan,04,0410,041010
041011000,Laurel,04,0410,041011
041012000,Lemery,04,0410,041012
041013000,Lian,04,0410,041013
041014000,City of Lipa,04,0410,041014
041015000,Lobo,04,0410,041015
041016000,Mabini,04,0410,041016
041017000,Malvar,04,0410,041017
041018000,Mataasnakahoy,04,0410,041018
041019000,Nasugbu,04,0410,041019
041020000,Padre Garcia,04,0410,041020
041021000,Rosario,04,0410,041021
041022000,San Jose,04,0410,041022
041023000,San Juan,04,0410,041023
041024000,San Luis,04,0410,041024
041025000,San Nicolas,04,0410,041025
041026000,San Pascual,04,0410,041026
041027000,Santa Teresita,04,0410,041027
041028000,City of Sto. Tomas,04,0410,041028
041029000,Taal,04,0410,041029
041030000,Talisay,04,0410,041030
041031000,City of Tanauan,04,0410,041031
041032000,Taysan,04,0410,041032
041033000,Tingloy,04,0410,041033
041034000,Tuy,04,0410,041034
042101000,Alfonso,04,0421,042101
042102000,Amadeo,04,0421,042102
042103000,City of Bacoor,04,0421,042103
042104000,Carmona,04,0421,042104
042105000,City of Cavite,04,0421,042105
042106000,City of Dasmariñas,04,0421,042106
042107000,General Emilio Aguinaldo,04,0421,042107
042108000,City of General Trias,04,0421,042108
042109000,City of Imus,04,0421,042109
042110000,Indang,04,0421,042110
042111000,Kawit,04,0421,042111
042112000,Magallanes,04,0421,042112
042113000,Maragondon,04,0421,042113
042114000,Mendez,04,0421,042114
042115000,Naic,04,0421,042115
042116000,Noveleta,04,0421,042116
042117000,Rosario,04,0421,042117
042118000,Silang,04,0421,042118
042119000,City of Tagaytay,04,0421,042119
042120000,Tanza,04,0421,042120
042121000,Ternate,04,0421,042121
042122000,City of Trece Martires (Capital),04,0421,042122
042123000,Gen. Mariano Alvarez,04,0421,042123
043401000,Alaminos,04,0434,043401
043402000,Bay,04,0434,043402
043403000,City of Biñan,04,0434,043403
043404000,City of Cabuyao,04,0434,043404
043405000,City of Calamba,04,0434,043405
043406000,Calauan,04,0434,043406
043407000,Cavinti,04,0434,043407
043408000,Famy,04,0434,043408
043409000,Kalayaan,04,0434,043409
043410000,Liliw,04,0434,043410
043411000,Los Baños,04,0434,043411
043412000,Luisiana,04,0434,043412
043413000,Lumban,04,0434,043413
043414000,Mabitac,04,0434,043414
043415000,Magdalena,04,0434,043415
043416000,Majayjay,04,0434,043416
043417000,Nagcarlan,04,0434,043417
043418000,Paete,04,0434,043418
043419000,Pagsanjan,04,0434,043419
043420000,Pakil,04,0434,043420
043421000,Pangil,04,0434,043421
043422000,Pila,04,0434,043422
043423000,Rizal,04,0434,043423
043424000,City of San Pablo,04,0434,043424
043425000,City of San Pedro,04,0434,043425
043426000,Santa Cruz (Capital),04,0434,043426
043427000,Santa Maria,04,0434,043427
043428000,City of Santa Rosa,04,0434,043428
043429000,Siniloan,04,0434,043429
043430000,Victoria,04,0434,043430
045601000,Agdangan,04,0456,045601
045602000,Alabat,04,0456,045602
045603000,Atimonan,04,0456,045603
045605000,Buenavista,04,0456,045605
045606000,Burdeos,04,0456,045606
045607000,Calauag,04,0456,045607
045608000,Candelaria,04,0456,045608
045610000,Catanauan,04,0456,045610
045615000,Dolores,04,0456,045615
045616000,General Luna,04,0456,045616
045617000,General Nakar,04,0456,045617
045618000,Guinayangan,04,0456,045618
045619000,Gumaca,04,0456,045619
045620000,Infanta,04,0456,045620
045621000,Jomalig,04,0456,045621
045622000,Lopez,04,0456,045622
045623000,Lucban,04,0456,045623
045624000,City of Lucena (Capital),04,0456,045624
045625000,Macalelon,04,0456,045625
045627000,Mauban,04,0456,045627
045628000,Mulanay,04,0456,045628
045629000,Padre Burgos,04,0456,045629
045630000,Pagbilao,04,0456,045630
045631000,Panukulan,04,0456,045631
045632000,Patnanungan,04,0456,045632
045633000,Perez,04,0456,045633
045634000,Pitogo,04,0456,045634
045635000,Plaridel,04,0456,045635
045636000,Polillo,04,0456,045636
045637000,Quezon,04,0456,045637
045638000,Real,04,0456,045638
045639000,Sampaloc,04,0456,045639
045640000,San Andres,04,0456,045640
045641000,San Antonio,04,0456,045641
045642000,San Francisco,04,0456,045642
045644000,San Narciso,04,0456,045644
045645000,Sariaya,04,0456,045645
045646000,Tagkawayan,04,0456,045646
045647000,City of Tayabas,04,0456,045647
045648000,Tiaong,04,0456,045648
045649000,Unisan,04,0456,045649
045801000,Angono,04,0458,045801
045802000,City of Antipolo (Capital),04,0458,045802
045803000,Baras,04,0458,045803
045804000,Binangonan,04,0458,045804
045805000,Cainta,04,0458,045805
045806000,Cardona,04,0458,045806
045807000,Jala-Jala,04,0458,045807
045808000,Rodriguez,04,0458,045808
045809000,Morong,04,0458,045809
045810000,Pililla,04,0458,045810
045811000,San Mateo,04,0458,045811
045812000,Tanay,04,0458,045812
045813000,Taytay,04,0458,045813
045814000,Teresa,04,0458,045814
174001000,Boac (Capital),17,1740,174001
174002000,Buenavista,17,1740,174002
174003000,Gasan,17,1740,174003
174004000,Mogpog,17,1740,174004
174005000,Santa Cruz,17,1740,174005
174006000,Torrijos,17,1740,174006
175101000,Abra De Ilog,17,1751,175101
175102000,Calintaan,17,1751,175102
175103000,Looc,17,1751,175103
175104000,Lubang,17,1751,175104
175105000,Magsaysay,17,1751,175105
175106000,Mamburao (Capital),17,1751,175106
175107000,Paluan,17,1751,175107
175108000,Rizal,17,1751,175108
175109000,Sablayan,17,1751,175109
175110000,San Jose,17,1751,175110
175111000,Santa Cruz,17,1751,175111
175201000,Baco,17,1752,175201
175202000,Bansud,17,1752,175202
175203000,Bongabong,17,1752,175203
175204000,Bulalacao,17,1752,175204
175205000,City of Calapan (Capital),17,1752,175205
175206000,Gloria,17,1752,175206
175207000,Mansalay,17,1752,175207
175208000,Naujan,17,1752,175208
175209000,Pinamalayan,17,1752,175209
175210000,Pola,17,1752,175210
175211000,Puerto Galera,17,1752,175211
175212000,Roxas,17,1752,175212
175213000,San Teodoro,17,1752,175213
175214000,Socorro,17,1752,175214
175215000,Victoria,17,1752,175215
175301000,Aborlan,17,1753,175301
175302000,Agutaya,17,1753,175302
175303000,Araceli,17,1753,175303
175304000,Balabac,17,1753,175304
175305000,Bataraza,17,1753,175305
175306000,Brooke\'S Point,17,1753,175306
175307000,Busuanga,17,1753,175307
175308000,Cagayancillo,17,1753,175308
175309000,Coron,17,1753,175309
175310000,Cuyo,17,1753,175310
175311000,Dumaran,17,1753,175311
175312000,El Nido,17,1753,175312
175313000,Linapacan,17,1753,175313
175314000,Magsaysay,17,1753,175314
175315000,Narra,17,1753,175315
175316000,City of Puerto Princesa (Capital),17,1753,175316
175317000,Quezon,17,1753,175317
175318000,Roxas,17,1753,175318
175319000,San Vicente,17,1753,175319
175320000,Taytay,17,1753,175320
175321000,Kalayaan,17,1753,175321
175322000,Culion,17,1753,175322
175323000,Rizal,17,1753,175323
175324000,Sofronio Española,17,1753,175324
175901000,Alcantara,17,1759,175901
175902000,Banton,17,1759,175902
175903000,Cajidiocan,17,1759,175903
175904000,Calatrava,17,1759,175904
175905000,Concepcion,17,1759,175905
175906000,Corcuera,17,1759,175906
175907000,Looc,17,1759,175907
175908000,Magdiwang,17,1759,175908
175909000,Odiongan,17,1759,175909
175910000,Romblon (Capital),17,1759,175910
175911000,San Agustin,17,1759,175911
175912000,San Andres,17,1759,175912
175913000,San Fernando,17,1759,175913
175914000,San Jose,17,1759,175914
175915000,Santa Fe,17,1759,175915
175916000,Ferrol,17,1759,175916
175917000,Santa Maria,17,1759,175917
050501000,Bacacay,05,0505,050501
050502000,Camalig,05,0505,050502
050503000,Daraga,05,0505,050503
050504000,Guinobatan,05,0505,050504
050505000,Jovellar,05,0505,050505
050506000,City of Legazpi (Capital),05,0505,050506
050507000,Libon,05,0505,050507
050508000,City of Ligao,05,0505,050508
050509000,Malilipot,05,0505,050509
050510000,Malinao,05,0505,050510
050511000,Manito,05,0505,050511
050512000,Oas,05,0505,050512
050513000,Pio Duran,05,0505,050513
050514000,Polangui,05,0505,050514
050515000,Rapu-Rapu,05,0505,050515
050516000,Santo Domingo,05,0505,050516
050517000,City of Tabaco,05,0505,050517
050518000,Tiwi,05,0505,050518
051601000,Basud,05,0516,051601
051602000,Capalonga,05,0516,051602
051603000,Daet (Capital),05,0516,051603
051604000,San Lorenzo Ruiz,05,0516,051604
051605000,Jose Panganiban,05,0516,051605
051606000,Labo,05,0516,051606
051607000,Mercedes,05,0516,051607
051608000,Paracale,05,0516,051608
051609000,San Vicente,05,0516,051609
051610000,Santa Elena,05,0516,051610
051611000,Talisay,05,0516,051611
051612000,Vinzons,05,0516,051612
051701000,Baao,05,0517,051701
051702000,Balatan,05,0517,051702
051703000,Bato,05,0517,051703
051704000,Bombon,05,0517,051704
051705000,Buhi,05,0517,051705
051706000,Bula,05,0517,051706
051707000,Cabusao,05,0517,051707
051708000,Calabanga,05,0517,051708
051709000,Camaligan,05,0517,051709
051710000,Canaman,05,0517,051710
051711000,Caramoan,05,0517,051711
051712000,Del Gallego,05,0517,051712
051713000,Gainza,05,0517,051713
051714000,Garchitorena,05,0517,051714
051715000,Goa,05,0517,051715
051716000,City of Iriga,05,0517,051716
051717000,Lagonoy,05,0517,051717
051718000,Libmanan,05,0517,051718
051719000,Lupi,05,0517,051719
051720000,Magarao,05,0517,051720
051721000,Milaor,05,0517,051721
051722000,Minalabac,05,0517,051722
051723000,Nabua,05,0517,051723
051724000,City of Naga,05,0517,051724
051725000,Ocampo,05,0517,051725
051726000,Pamplona,05,0517,051726
051727000,Pasacao,05,0517,051727
051728000,Pili (Capital),05,0517,051728
051729000,Presentacion,05,0517,051729
051730000,Ragay,05,0517,051730
051731000,Sagñay,05,0517,051731
051732000,San Fernando,05,0517,051732
051733000,San Jose,05,0517,051733
051734000,Sipocot,05,0517,051734
051735000,Siruma,05,0517,051735
051736000,Tigaon,05,0517,051736
051737000,Tinambac,05,0517,051737
052001000,Bagamanoc,05,0520,052001
052002000,Baras,05,0520,052002
052003000,Bato,05,0520,052003
052004000,Caramoran,05,0520,052004
052005000,Gigmoto,05,0520,052005
052006000,Pandan,05,0520,052006
052007000,Panganiban,05,0520,052007
052008000,San Andres,05,0520,052008
052009000,San Miguel,05,0520,052009
052010000,Viga,05,0520,052010
052011000,Virac (Capital),05,0520,052011
054101000,Aroroy,05,0541,054101
054102000,Baleno,05,0541,054102
054103000,Balud,05,0541,054103
054104000,Batuan,05,0541,054104
054105000,Cataingan,05,0541,054105
054106000,Cawayan,05,0541,054106
054107000,Claveria,05,0541,054107
054108000,Dimasalang,05,0541,054108
054109000,Esperanza,05,0541,054109
054110000,Mandaon,05,0541,054110
054111000,City of Masbate (Capital),05,0541,054111
054112000,Milagros,05,0541,054112
054113000,Mobo,05,0541,054113
054114000,Monreal,05,0541,054114
054115000,Palanas,05,0541,054115
054116000,Pio V. Corpuz,05,0541,054116
054117000,Placer,05,0541,054117
054118000,San Fernando,05,0541,054118
054119000,San Jacinto,05,0541,054119
054120000,San Pascual,05,0541,054120
054121000,Uson,05,0541,054121
056202000,Barcelona,05,0562,056202
056203000,Bulan,05,0562,056203
056204000,Bulusan,05,0562,056204
056205000,Casiguran,05,0562,056205
056206000,Castilla,05,0562,056206
056207000,Donsol,05,0562,056207
056208000,Gubat,05,0562,056208
056209000,Irosin,05,0562,056209
056210000,Juban,05,0562,056210
056211000,Magallanes,05,0562,056211
056212000,Matnog,05,0562,056212
056213000,Pilar,05,0562,056213
056214000,Prieto Diaz,05,0562,056214
056215000,Santa Magdalena,05,0562,056215
056216000,City of Sorsogon (Capital),05,0562,056216
060401000,Altavas,06,0604,060401
060402000,Balete,06,0604,060402
060403000,Banga,06,0604,060403
060404000,Batan,06,0604,060404
060405000,Buruanga,06,0604,060405
060406000,Ibajay,06,0604,060406
060407000,Kalibo (Capital),06,0604,060407
060408000,Lezo,06,0604,060408
060409000,Libacao,06,0604,060409
060410000,Madalag,06,0604,060410
060411000,Makato,06,0604,060411
060412000,Malay,06,0604,060412
060413000,Malinao,06,0604,060413
060414000,Nabas,06,0604,060414
060415000,New Washington,06,0604,060415
060416000,Numancia,06,0604,060416
060417000,Tangalan,06,0604,060417
060601000,Anini-Y,06,0606,060601
060602000,Barbaza,06,0606,060602
060603000,Belison,06,0606,060603
060604000,Bugasong,06,0606,060604
060605000,Caluya,06,0606,060605
060606000,Culasi,06,0606,060606
060607000,Tobias Fornier,06,0606,060607
060608000,Hamtic,06,0606,060608
060609000,Laua-An,06,0606,060609
060610000,Libertad,06,0606,060610
060611000,Pandan,06,0606,060611
060612000,Patnongon,06,0606,060612
060613000,San Jose (Capital),06,0606,060613
060614000,San Remigio,06,0606,060614
060615000,Sebaste,06,0606,060615
060616000,Sibalom,06,0606,060616
060617000,Tibiao,06,0606,060617
060618000,Valderrama,06,0606,060618
061901000,Cuartero,06,0619,061901
061902000,Dao,06,0619,061902
061903000,Dumalag,06,0619,061903
061904000,Dumarao,06,0619,061904
061905000,Ivisan,06,0619,061905
061906000,Jamindan,06,0619,061906
061907000,Ma-Ayon,06,0619,061907
061908000,Mambusao,06,0619,061908
061909000,Panay,06,0619,061909
061910000,Panitan,06,0619,061910
061911000,Pilar,06,0619,061911
061912000,Pontevedra,06,0619,061912
061913000,President Roxas,06,0619,061913
061914000,City of Roxas (Capital),06,0619,061914
061915000,Sapi-An,06,0619,061915
061916000,Sigma,06,0619,061916
061917000,Tapaz,06,0619,061917
063001000,Ajuy,06,0630,063001
063002000,Alimodian,06,0630,063002
063003000,Anilao,06,0630,063003
063004000,Badiangan,06,0630,063004
063005000,Balasan,06,0630,063005
063006000,Banate,06,0630,063006
063007000,Barotac Nuevo,06,0630,063007
063008000,Barotac Viejo,06,0630,063008
063009000,Batad,06,0630,063009
063010000,Bingawan,06,0630,063010
063012000,Cabatuan,06,0630,063012
063013000,Calinog,06,0630,063013
063014000,Carles,06,0630,063014
063015000,Concepcion,06,0630,063015
063016000,Dingle,06,0630,063016
063017000,Dueñas,06,0630,063017
063018000,Dumangas,06,0630,063018
063019000,Estancia,06,0630,063019
063020000,Guimbal,06,0630,063020
063021000,Igbaras,06,0630,063021
063022000,City of Iloilo (Capital),06,0630,063022
063023000,Janiuay,06,0630,063023
063025000,Lambunao,06,0630,063025
063026000,Leganes,06,0630,063026
063027000,Lemery,06,0630,063027
063028000,Leon,06,0630,063028
063029000,Maasin,06,0630,063029
063030000,Miagao,06,0630,063030
063031000,Mina,06,0630,063031
063032000,New Lucena,06,0630,063032
063034000,Oton,06,0630,063034
063035000,City of Passi,06,0630,063035
063036000,Pavia,06,0630,063036
063037000,Pototan,06,0630,063037
063038000,San Dionisio,06,0630,063038
063039000,San Enrique,06,0630,063039
063040000,San Joaquin,06,0630,063040
063041000,San Miguel,06,0630,063041
063042000,San Rafael,06,0630,063042
063043000,Santa Barbara,06,0630,063043
063044000,Sara,06,0630,063044
